Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet,label,counter_speech
20574,3,0,3,0,1,RT theChefBoyRD pussy popz Severely,0.0,RT theChefBoyRD pussy popz Severely
14754,3,0,2,1,1,RT BlackNerdJade RT fivefifths Hell wrong yall RT TwanTargaryen Pecan pie sweet potato pie trash,0.0,RT BlackNerdJade RT fivefifths Hell wrong yall RT TwanTargaryen Pecan pie sweet potato pie trash
6235,3,0,0,3,2,hardball Milbank Chris stop angry bird spitting n Dana go hail ur racial tendicies u didnt infor carter rt n u never talk abt,0.0,hardball Milbank Chris stop angry bird spitting n Dana go hail ur racial tendicies u didnt infor carter rt n u never talk abt
23889,3,0,3,0,1,said thats yo bitch bitch look fu 128551,0.0,said thats yo bitch bitch look fu 128551
20833,3,0,3,0,1,RT xoxoshelby22 8220zzachbarness Ill fuck bitch real quick8221,0.0,RT xoxoshelby22 8220zzachbarness Ill fuck bitch real quick8221
2703,3,1,2,0,1,BobbyBotsods FuckTheMallcops UncleUnco MrMooncricket ur weird racist bitch,0.0,BobbyBotsods FuckTheMallcops UncleUnco MrMooncricket ur weird racist bitch
18961,3,0,3,0,1,RT amarabanks want taco truck tacos Brenda amp mom bitches smacking,0.0,RT amarabanks want taco truck tacos Brenda amp mom bitches smacking
15954,3,0,3,0,1,RT IamMrEchols Lmao 8220GuruJeremy hoes best excuse happened lol hoe happened okay admit it8230,0.0,RT IamMrEchols Lmao 8220GuruJeremy hoes best excuse happened lol hoe happened okay admit it8230
10267,3,0,3,0,1,aint trying fuck bitch want wings,0.0,aint trying fuck bitch want wings
3507,3,0,3,0,1,Huntermoore DangItsTiff bitch looks like spongebob,0.0,Huntermoore DangItsTiff bitch looks like spongebob
22356,3,0,1,2,2,took bro know Im civil RT lilmissStoney VikkiNoSecrets wait minute Lol Dont get ghetto V,0.0,took bro know Im civil RT lilmissStoney VikkiNoSecrets wait minute Lol Dont get ghetto V
12204,3,0,3,0,1,pissrs tf call back half second later nd dont answer bitch ass nigga,0.0,pissrs tf call back half second later nd dont answer bitch ass nigga
12320,3,0,3,0,1,true though lol RT jwill252 8220No85erinMe girl think amp dont make pussy jump aint shit brah8221lls,0.0,true though lol RT jwill252 8220No85erinMe girl think amp dont make pussy jump aint shit brah8221lls
17286,3,1,2,0,1,RT PimpinNPanderin Cleary dark skinned niggas fuck better light skinned niggas proofs bitch face128528128528,0.0,RT PimpinNPanderin Cleary dark skinned niggas fuck better light skinned niggas proofs bitch face128528128528
11432,3,1,2,0,1,Id put bullet bitch,0.0,Id put bullet bitch
1138,3,0,0,3,2,8220Ashton5SOS itsy bitsy teeny weeny yellow pockadot bikini8221 Polk Ashton Polk,0.0,8220Ashton5SOS itsy bitsy teeny weeny yellow pockadot bikini8221 Polk Ashton Polk
21603,3,0,3,0,1,Step horrible bitch went straight dvd 128514128514128514,0.0,Step horrible bitch went straight dvd 128514128514128514
15733,3,0,3,0,1,RT GorgeousLeeiyah Niggas loose bitch bitch snitch 128586128175,0.0,RT GorgeousLeeiyah Niggas loose bitch bitch snitch 128586128175
21681,3,0,2,1,1,Summer hoes turn winter wifeys,0.0,Summer hoes turn winter wifeys
19821,3,0,3,0,1,RT junnDem woman cares shell get mad little things cant handle deserve hoe,0.0,RT junnDem woman cares shell get mad little things cant handle deserve hoe
23569,3,0,3,0,1,Yall hoes got nothing better gossip play telephone,0.0,Yall hoes got nothing better gossip play telephone
15892,3,0,3,0,1,RT HornyFacts Fuck twerking bitch cook,0.0,RT HornyFacts Fuck twerking bitch cook
11847,3,0,3,0,1,bitch wear bacon braim taking ass funky town,0.0,bitch wear bacon braim taking ass funky town
18352,3,0,3,0,1,RT UrbanCraziness Andy went owning toys owning bitches also tf coke teaching class 128514,0.0,RT UrbanCraziness Andy went owning toys owning bitches also tf coke teaching class 128514
14220,3,0,3,0,1,Pop pussy real nigga,0.0,Pop pussy real nigga
12753,3,0,3,0,1,Like bitch Ernest somebody,0.0,Like bitch Ernest somebody
2186,3,0,3,0,1,Gigantic RT Naezus big faggot RT MIllionDolrBaby Chubbs bout Earl,0.0,Gigantic RT Naezus big faggot RT MIllionDolrBaby Chubbs bout Earl
18838,3,0,3,0,1,RT ayejayydoe UglyAssAyeKay Dumb bitch im singing bitch,0.0,RT ayejayydoe UglyAssAyeKay Dumb bitch im singing bitch
6835,3,0,0,3,2,mayormcginn usmayors SenFeinstein White people need weapons defend subhuman trash sort unleashes us,0.0,mayormcginn usmayors SenFeinstein White people need weapons defend subhuman trash sort unleashes us
1852,3,0,3,0,1,8220keanabermudez GinaSanabria hes hoe lmfao8221 arent smuts lmao,0.0,8220keanabermudez GinaSanabria hes hoe lmfao8221 arent smuts lmao
14763,3,0,3,0,1,RT BlazeTheGreat hate niggas get mad cuz fucked girl really happy showed bitch unloyal,0.0,RT BlazeTheGreat hate niggas get mad cuz fucked girl really happy showed bitch unloyal
4817,3,1,2,0,1,ShainaRakia doubt cause bitch aint nothing nigga downfall,0.0,ShainaRakia doubt cause bitch aint nothing nigga downfall
5666,3,0,3,0,1,alneeZy hung dudes wasnt fuckin bitches MauiMescudi,0.0,alneeZy hung dudes wasnt fuckin bitches MauiMescudi
2527,3,0,3,0,1,AreOhhBee bitch joined fucking army us around bitch like fuck rob go fuckin army,0.0,AreOhhBee bitch joined fucking army us around bitch like fuck rob go fuckin army
8112,3,1,0,2,2,Baby Ill whisper Vietnamese soft like ching chong ting long,0.0,Baby Ill whisper Vietnamese soft like ching chong ting long
21594,6,2,4,0,1,Starks faggot,0.0,Starks faggot
1147,3,0,3,0,1,8220BSBHForum BeatTheHabs NYR CanadiensMTL pussy,0.0,8220BSBHForum BeatTheHabs NYR CanadiensMTL pussy
23883,3,1,2,0,1,pussy lie pussy 128175128175,0.0,pussy lie pussy 128175128175
23781,3,0,3,0,1,dumb bitch think work free,0.0,dumb bitch think work free
1748,3,0,3,0,1,8220cbmarie whatevaittakes 128563128553128514128514 bitch know Lmaooo8221128514128514128514,0.0,8220cbmarie whatevaittakes 128563128553128514128514 bitch know Lmaooo8221128514128514128514
8811,3,0,3,0,1,Cute Japanese teen gets tiight pussy fucked sucking160cock,0.0,Cute Japanese teen gets tiight pussy fucked sucking160cock
9625,3,0,3,0,1,Gab Bri fell asleep hoes,0.0,Gab Bri fell asleep hoes
8637,3,0,0,3,2,Chaber Books BRAGADAYJAH 24 Nimrod Cushite first king earth See Bragadayjah 24,0.0,Chaber Books BRAGADAYJAH 24 Nimrod Cushite first king earth See Bragadayjah 24
18071,3,0,3,0,1,RT TheGoogleFactz Cheating hoes gets old Everyone want reach point theyre mature enough stay faithful amp8230,0.0,RT TheGoogleFactz Cheating hoes gets old Everyone want reach point theyre mature enough stay faithful amp8230
21333,3,0,3,0,1,Slide pussy like surfboard,0.0,Slide pussy like surfboard
10894,3,0,0,3,2,keep running trees birds fly avoid erm targeted lack digestive system,0.0,keep running trees birds fly avoid erm targeted lack digestive system
10552,3,0,3,0,1,drive bitches waive girl cant stop,0.0,drive bitches waive girl cant stop
20380,3,0,3,0,1,RT roryscovel Surprising big pussy Hulk BRAvsCHI,0.0,RT roryscovel Surprising big pussy Hulk BRAvsCHI
2858,3,0,0,3,2,CatholicMomVA NealDewing would cripple military,0.0,CatholicMomVA NealDewing would cripple military
11811,3,0,3,0,1,bitch bit dick Id probably beat shit,0.0,bitch bit dick Id probably beat shit
21766,3,0,3,0,1,Tell dem THOT bitches im right,0.0,Tell dem THOT bitches im right
9207,3,0,0,3,2,Even Humming birds like stuff,0.0,Even Humming birds like stuff
4314,3,0,3,0,1,MrLewis brookebrooklyn ohh yaa wants Brooke pinkie toe bang coffee table twat Lol,0.0,MrLewis brookebrooklyn ohh yaa wants Brooke pinkie toe bang coffee table twat Lol
23397,3,0,3,0,1,let hoes tear apart shud beware beware,0.0,let hoes tear apart shud beware beware
7545,3,3,0,0,0,xZimpx Prophzilla Twitter fag youre also retarded,0.0,xZimpx Prophzilla Twitter fag youre also retarded
23399,3,0,3,0,1,shouldnt eat pussy unless love,0.0,shouldnt eat pussy unless love
19128,3,0,1,2,2,RT camilleftansel ive read hunger games 12 times trash,0.0,RT camilleftansel ive read hunger games 12 times trash
24534,6,0,6,0,1,bitch dont like somethin wrong wit da bitch,0.0,bitch dont like somethin wrong wit da bitch
21886,3,0,2,1,1,pussy crying help,0.0,pussy crying help
8137,3,0,3,0,1,Bad bitches Oakland could beeee model,0.0,Bad bitches Oakland could beeee model
18523,3,0,3,0,1,RT YAABOIJIMMY hear hoe talk shit,0.0,RT YAABOIJIMMY hear hoe talk shit
15086,3,0,3,0,1,RT Cluelessnigga Fat hoes always wanna beef somebody yall dont need around type beef,0.0,RT Cluelessnigga Fat hoes always wanna beef somebody yall dont need around type beef
2044,3,0,3,0,1,ampamp Tha bitches start hating 128553128553128129 thats wen bitch lost 128588128168128591128175999665039128581128064,0.0,ampamp Tha bitches start hating 128553128553128129 thats wen bitch lost 128588128168128591128175999665039128581128064
15988,3,0,3,0,1,RT ImNeverChillin BITCH GAP RT porkhub Im model Yall bitches cant tell nothin,0.0,RT ImNeverChillin BITCH GAP RT porkhub Im model Yall bitches cant tell nothin
12145,3,0,3,0,1,Iont got type bad bitches thing like,0.0,Iont got type bad bitches thing like
8973,3,0,3,0,1,punk bitches take salmon cream cheese,0.0,punk bitches take salmon cream cheese
18114,3,0,2,1,1,RT TheRealIceTre bae come im tryna catch pokemon bae im horny tho bitch fucking mewtwo,0.0,RT TheRealIceTre bae come im tryna catch pokemon bae im horny tho bitch fucking mewtwo
17755,3,0,3,0,1,RT SoTrippyWhit 8220laaaeee swear god Whitney Regina George 128128 wow im bitch 128123,0.0,RT SoTrippyWhit 8220laaaeee swear god Whitney Regina George 128128 wow im bitch 128123
11909,3,0,3,0,1,aint Stevie Js bitch course youll call scum earthHis bitches hooked theyre upset though,0.0,aint Stevie Js bitch course youll call scum earthHis bitches hooked theyre upset though
24132,3,1,2,0,1,bitch probably mollyd 1st nigga said good mornin back,0.0,bitch probably mollyd 1st nigga said good mornin back
11148,3,0,3,0,1,say smash panomera buy new one hoe,0.0,say smash panomera buy new one hoe
11947,3,0,2,1,1,jump someone youre bitch,0.0,jump someone youre bitch
15970,3,0,1,2,2,RT IllusiveHaven shhhh8230 wrap around let kiss bruises heart lick unhealed wounds taste raw wild ho8230,0.0,RT IllusiveHaven shhhh8230 wrap around let kiss bruises heart lick unhealed wounds taste raw wild ho8230
3490,6,0,6,0,1,Hovaa thats logical bitches love using face toilet,0.0,Hovaa thats logical bitches love using face toilet
24917,3,0,3,0,1,thru dat pussy never caught u asking yo got much mileage,0.0,thru dat pussy never caught u asking yo got much mileage
9025,3,0,3,0,1,Dont pussy,0.0,Dont pussy
24429,6,1,5,0,1,hoes need stay hoes place fr,0.0,hoes need stay hoes place fr
12847,3,1,2,0,1,Lmaooooo RT savvgrace bitches like 8220relationship goals82218230 Dumb ass nigga,0.0,Lmaooooo RT savvgrace bitches like 8220relationship goals82218230 Dumb ass nigga
5382,3,0,3,0,1,YoungRecklesss fuck das wat bitches wit uh fuckd mouf 128514128514,0.0,YoungRecklesss fuck das wat bitches wit uh fuckd mouf 128514128514
21318,3,2,1,0,0,Sitting bar work watching Walking Dead fucking wetbacks decide come amp turn spic music Jesus Christ,0.0,Sitting bar work watching Walking Dead fucking wetbacks decide come amp turn spic music Jesus Christ
9958,3,0,2,1,1,Hats hoodrat chicks ghetto anxiety attacks formal events,0.0,Hats hoodrat chicks ghetto anxiety attacks formal events
19865,3,0,3,0,1,RT khloewithoutheC TypicalMinions ur ur friend bitch u hate walks past felferrara us n8230,0.0,RT khloewithoutheC TypicalMinions ur ur friend bitch u hate walks past felferrara us n8230
21273,3,1,2,0,1,Shut fuck fucking cunt,0.0,Shut fuck fucking cunt
15110,3,0,3,0,1,RT CommonBlackGirI hoe says hi bae,0.0,RT CommonBlackGirI hoe says hi bae
21510,3,0,3,0,1,Somebody help 128514 8220DiaryOfABoss KicksNBenjis bitch nigga bye want something say8221,0.0,Somebody help 128514 8220DiaryOfABoss KicksNBenjis bitch nigga bye want something say8221
23108,9,0,7,2,1,twats mean twits 128522,0.0,twats mean twits 128522
6174,3,0,3,0,1,garrettwinker one bitches talking shit bout shit,0.0,garrettwinker one bitches talking shit bout shit
21789,3,0,3,0,1,Tf real twitter niggabitch yall hoe tweekin,0.0,Tf real twitter niggabitch yall hoe tweekin
19476,3,0,3,0,1,RT gnuts2 RTAshspeaks hoes Im everything,0.0,RT gnuts2 RTAshspeaks hoes Im everything
14318,3,2,1,0,0,RT TIMAtheRACER Wow another faggot 8220ShinobiCelsius TIMAtheRACER wow another Cam hater lol8221gtgt dat dude nice,0.0,RT TIMAtheRACER Wow another faggot 8220ShinobiCelsius TIMAtheRACER wow another Cam hater lol8221gtgt dat dude nice
2835,3,0,3,0,1,CapoDaAssHole AlejandroBihhh either bitch like put Beyonc233 nigga aint gone hesitate,0.0,CapoDaAssHole AlejandroBihhh either bitch like put Beyonc233 nigga aint gone hesitate
1375,3,1,2,0,1,8220JulianSantomaur 50 30 hoes dick sweg8221 learned best,0.0,8220JulianSantomaur 50 30 hoes dick sweg8221 learned best
6083,3,0,0,3,2,elchavaloko Buckm00se yeah sorry monkey team keeps kicking ppl waiting muh pizza,0.0,elchavaloko Buckm00se yeah sorry monkey team keeps kicking ppl waiting muh pizza
10293,3,0,3,0,1,equality law people white black red yellow blue Homos Heteros well draw line,0.0,equality law people white black red yellow blue Homos Heteros well draw line
21925,3,1,2,0,1,Thats dont stunt hoes Instagram teamrealbooty,0.0,Thats dont stunt hoes Instagram teamrealbooty
15651,3,1,2,0,1,RT FunnyPicsDepot bitches middle school like,0.0,RT FunnyPicsDepot bitches middle school like
18143,3,0,3,0,1,RT TheWoundGod Son Lmao RT ChefWaites I8217m gonna Cry every time RT WackProducer bitches,0.0,RT TheWoundGod Son Lmao RT ChefWaites I8217m gonna Cry every time RT WackProducer bitches
1679,3,0,3,0,1,8220Jiare 8220WBPooh3x bitches 1280648221 yeah 1280648221 dont know probably Party 128553,0.0,8220Jiare 8220WBPooh3x bitches 1280648221 yeah 1280648221 dont know probably Party 128553
3427,3,0,3,0,1,HalieMaranda Huntermoore bitch u perfect,0.0,HalieMaranda Huntermoore bitch u perfect
10650,6,0,0,6,2,got eyes red bone,0.0,got eyes red bone
5618,3,0,3,0,1,abbeykuck whooped ass turnin pussy,0.0,abbeykuck whooped ass turnin pussy
5979,3,2,1,0,0,darthdanaa Yes retard,0.0,darthdanaa Yes retard
14298,3,1,2,0,1,Putin making BarackObama look like bitch foreign policy,0.0,Putin making BarackObama look like bitch foreign policy
10158,3,0,3,0,1,Hope yall kno wen u eat pussy u one inch away death,0.0,Hope yall kno wen u eat pussy u one inch away death
7606,3,0,2,1,1,zlarge20 bro Im next year Ill make look like straight trash enjoy little time left,0.0,zlarge20 bro Im next year Ill make look like straight trash enjoy little time left
13945,3,0,0,3,2,Omg cutest little tinker bell ever 1008465039,0.0,Omg cutest little tinker bell ever 1008465039
12360,3,1,2,0,1,Jet lag bitch,0.0,Jet lag bitch
12324,3,0,3,0,1,ya boi popsley da 83ar aka real meek mills earth first pussy,0.0,ya boi popsley da 83ar aka real meek mills earth first pussy
201,3,0,3,0,1,NastyCopper Money getting taller bitches getting blurry,0.0,NastyCopper Money getting taller bitches getting blurry
20081,3,0,3,0,1,RT mayahampton really get excited see bad bitch association lunch everyday always make laugh,0.0,RT mayahampton really get excited see bad bitch association lunch everyday always make laugh
12109,3,0,3,0,1,update find lots hardcore cock sucking ass pounding pussy pulsing thrills to8230,0.0,update find lots hardcore cock sucking ass pounding pussy pulsing thrills to8230
24213,3,1,2,0,1,chubby hoes,0.0,chubby hoes
3777,3,3,0,0,0,JoeDouglas1 sit stfu raghead Darknight420 hajihuntingpat,0.0,JoeDouglas1 sit stfu raghead Darknight420 hajihuntingpat
22930,3,0,3,0,1,Wait mudda cunt hypocrisy,0.0,Wait mudda cunt hypocrisy
2500,3,0,3,0,1,Anellesofia didnt call bitch saiddd bitch Jeesh,0.0,Anellesofia didnt call bitch saiddd bitch Jeesh
3811,3,1,2,0,1,Juice2 know bout yo wack ass dreads nigger,0.0,Juice2 know bout yo wack ass dreads nigger
22080,3,0,3,0,1,solution simple buy bitch,0.0,solution simple buy bitch
3340,3,1,2,0,1,GiftedHussle94 DallyJackson TreFreedawg babe thought countsbitch thot,0.0,GiftedHussle94 DallyJackson TreFreedawg babe thought countsbitch thot
7870,3,0,3,0,1,bitches keep getting jealous loveeee ittttt,0.0,bitches keep getting jealous loveeee ittttt
14273,3,0,3,0,1,Punch hoe cause deserve,0.0,Punch hoe cause deserve
17158,3,0,3,0,1,RT OfficialKingDre Lightskin bitches crying aint got valentine Bitch maybe shouldve read 400 unreads msgs Yo8230,0.0,RT OfficialKingDre Lightskin bitches crying aint got valentine Bitch maybe shouldve read 400 unreads msgs Yo8230
10527,3,0,3,0,1,dont want boof hoes burnt girls,0.0,dont want boof hoes burnt girls
650,3,0,3,0,1,im gonna rip bitch apart rip apart lol,0.0,im gonna rip bitch apart rip apart lol
17984,3,0,3,0,1,RT TedOfficialPage guy send pic pussy Girl ok sends pic pussyguy HOLY SHIT DAFUQ WANTED SEE CAT,0.0,RT TedOfficialPage guy send pic pussy Girl ok sends pic pussyguy HOLY SHIT DAFUQ WANTED SEE CAT
18875,3,1,2,0,1,RT jeffhank lgreiner3 Versharky RayceWarden BigJohnStudd fuck id gettin swole like everyday nigger,0.0,RT jeffhank lgreiner3 Versharky RayceWarden BigJohnStudd fuck id gettin swole like everyday nigger
7930,3,0,3,0,1,u aint hoe get trap hoooouusssee,0.0,u aint hoe get trap hoooouusssee
22115,3,0,3,0,1,pretty nail bitches bail outta jail bitches,0.0,pretty nail bitches bail outta jail bitches
17444,3,0,3,0,1,RT RealBobbyJay mf really like you978665039 theyll drop hoes128108128109 exes9995128530 amp groupies focus 128107,0.0,RT RealBobbyJay mf really like you978665039 theyll drop hoes128108128109 exes9995128530 amp groupies focus 128107
10714,3,1,2,0,1,hate wishy washy bitch,0.0,hate wishy washy bitch
4928,3,0,3,0,1,Stonisnipezz people bitch lose hour sleep today evens get daylight,0.0,Stonisnipezz people bitch lose hour sleep today evens get daylight
149,3,0,2,1,1,Itsyesie oomf soooo cute probably hoes lot,0.0,Itsyesie oomf soooo cute probably hoes lot
13886,3,1,0,2,2,Oh snap Im realizing skinny tranny Jared Leto Hes Wo unrecognizable weight loss Geez,0.0,Oh snap Im realizing skinny tranny Jared Leto Hes Wo unrecognizable weight loss Geez
9825,6,1,5,0,1,Gotta watch hoes 128064,0.0,Gotta watch hoes 128064
2335,3,0,3,0,1,tho 8220Mashphatrabbit bitch wants included fuckin baldly bruh8221,0.0,tho 8220Mashphatrabbit bitch wants included fuckin baldly bruh8221
10841,3,0,3,0,1,hope wrapping Give pussy break niggas fuckin never date 128553,0.0,hope wrapping Give pussy break niggas fuckin never date 128553
22136,3,0,3,0,1,yall idolize Kanye wifed hoe Lol,0.0,yall idolize Kanye wifed hoe Lol
985,3,0,3,0,1,128175 RT DammitHamm Loyal pussy,0.0,128175 RT DammitHamm Loyal pussy
9007,3,0,3,0,1,expect cute Oh hell Im bitch cuteness gets planted relationship relationship youll hate,0.0,expect cute Oh hell Im bitch cuteness gets planted relationship relationship youll hate
12419,3,0,3,0,1,Juss got hoe Free Lop p,0.0,Juss got hoe Free Lop p
22882,3,0,3,0,1,Used girlfriend got hoes,0.0,Used girlfriend got hoes
4527,3,0,3,0,1,PenguinGraham Yup like straight bitch,0.0,PenguinGraham Yup like straight bitch
1316,3,1,2,0,1,8220GregJon3s hope future wife ever might sleeping studying instead hoe right now8221 nigga shutcho asss,0.0,8220GregJon3s hope future wife ever might sleeping studying instead hoe right now8221 nigga shutcho asss
3306,3,0,3,0,1,G27Status stop bitch,0.0,G27Status stop bitch
4122,3,0,3,0,1,MTalleywacker yes Touch bitch Get ya shit knocked,0.0,MTalleywacker yes Touch bitch Get ya shit knocked
15431,3,0,0,3,2,RT DumbTo Polly want cracker DumbTo,0.0,RT DumbTo Polly want cracker DumbTo
8525,3,0,0,3,2,Calling teabaggers conservatives BS via YouTube,0.0,Calling teabaggers conservatives BS via YouTube
16010,3,0,2,1,1,RT ImaKittttyy Made Homemade chili cornbread dinner watching Supernatural fave boys Happy Saturday bitches,0.0,RT ImaKittttyy Made Homemade chili cornbread dinner watching Supernatural fave boys Happy Saturday bitches
4420,3,1,2,0,1,NotEvanLarkin FaceTime nigger,0.0,NotEvanLarkin FaceTime nigger
23825,3,0,3,0,1,worried bout bitches got one girl girl one else hit,0.0,worried bout bitches got one girl girl one else hit
11790,3,0,3,0,1,ever saw Kendall Jones person Id kill sight hate bitch anything life,0.0,ever saw Kendall Jones person Id kill sight hate bitch anything life
8192,3,0,3,0,1,accept called bitch every time asserted YesAllWomen,0.0,accept called bitch every time asserted YesAllWomen
12507,3,0,3,0,1,Karma bitch baby get,0.0,Karma bitch baby get
20739,3,0,0,3,2,RT virleehol cbinflux Well sure heck know read Im reading trash right almost everything Ive heard web8230,0.0,RT virleehol cbinflux Well sure heck know read Im reading trash right almost everything Ive heard web8230
12660,3,1,2,0,1,Let bitch say got small dick god Ill whip shit show everyone room got Blessed,0.0,Let bitch say got small dick god Ill whip shit show everyone room got Blessed
15926,3,0,3,0,1,RT IExamineTitties many bitches strictly rely looks Cant bring nothing table 100 likes iPhone 128514128514,0.0,RT IExamineTitties many bitches strictly rely looks Cant bring nothing table 100 likes iPhone 128514128514
4206,3,0,3,0,1,MichelleHarnois Dis bitch gots spunk,0.0,MichelleHarnois Dis bitch gots spunk
22994,3,1,2,0,1,dont play 127936 bitch theres take backs,0.0,dont play 127936 bitch theres take backs
3944,3,0,3,0,1,KingHov1313 boi stop Aint hoes 11th wardnever either thats nobody knew hood wasaint hoes,0.0,KingHov1313 boi stop Aint hoes 11th wardnever either thats nobody knew hood wasaint hoes
3832,3,0,3,0,1,JusDahl nappy head hoe though 128514128514,0.0,JusDahl nappy head hoe though 128514128514
24555,3,1,2,0,1,fuck bitch cause nigga im shit Ill salute ya,0.0,fuck bitch cause nigga im shit Ill salute ya
13887,3,0,3,0,1,Oh BC didnt cover u bitches wanna talk shit,0.0,Oh BC didnt cover u bitches wanna talk shit
21211,3,0,3,0,1,reason Im quick dip bitch,0.0,reason Im quick dip bitch
24204,3,0,3,0,1,cause life told taught shit wack fucking giant sacks lying dog shit shut bitch,0.0,cause life told taught shit wack fucking giant sacks lying dog shit shut bitch
23796,3,0,3,0,1,girls needa stop edits Damn near got catfished week two ago bitch keeps findin way back128530128548128165128299128553,0.0,girls needa stop edits Damn near got catfished week two ago bitch keeps findin way back128530128548128165128299128553
7642,3,0,3,0,1,girlfriend would cool pussy got nowadays,0.0,girlfriend would cool pussy got nowadays
13249,3,0,3,0,1,Music bitch put,0.0,Music bitch put
25247,3,0,3,0,1,yall pussies swur,0.0,yall pussies swur
17816,3,0,3,0,1,RT Steiny31 Peace bitch,0.0,RT Steiny31 Peace bitch
25148,3,0,3,0,1,waaaaay many niggas comfortable wit dressing like ugly bitches IG likes reposts,0.0,waaaaay many niggas comfortable wit dressing like ugly bitches IG likes reposts
13802,3,0,0,3,2,seeing chatter among Jihadi fans taking credit alledged kidnapping Frenchman Algeria France,0.0,seeing chatter among Jihadi fans taking credit alledged kidnapping Frenchman Algeria France
13215,3,0,0,3,2,Monkey see monkey doo,0.0,Monkey see monkey doo
14406,3,0,0,3,2,RT AG2Pearl Black Americans Worse BHO Well researched articlebound elicit cries Uncle Tom 8230,0.0,RT AG2Pearl Black Americans Worse BHO Well researched articlebound elicit cries Uncle Tom 8230
18027,3,0,3,0,1,RT TheAlexP Yelled come bitch lifting weights motivationthanks guys always back,0.0,RT TheAlexP Yelled come bitch lifting weights motivationthanks guys always back
3734,3,2,1,0,0,Jaytwofly huh lol mad nigger mad,0.0,Jaytwofly huh lol mad nigger mad
3448,3,0,3,0,1,HeilSidious Ass Oreos name Thad Castle,0.0,HeilSidious Ass Oreos name Thad Castle
20785,3,1,2,0,1,RT woohdakidd74 8220ShaneA1 Im steady hearin bout suppose tuff street niccas gettin fuccd n dey ass smh gay boys8221128561128561smh sad 8230,0.0,RT woohdakidd74 8220ShaneA1 Im steady hearin bout suppose tuff street niccas gettin fuccd n dey ass smh gay boys8221128561128561smh sad 8230
16372,3,0,0,3,2,RT Kiaranicolex JoAries KashWingateLFC chanchanox babes buy brazilian Peruvian Bengali,0.0,RT Kiaranicolex JoAries KashWingateLFC chanchanox babes buy brazilian Peruvian Bengali
5259,3,0,3,0,1,WBeezy call bitch,0.0,WBeezy call bitch
12799,3,0,1,2,2,Lmao RT MoeMartin44 soles Reebok Classics cant even handle diabetic weight Rick Ross holds,0.0,Lmao RT MoeMartin44 soles Reebok Classics cant even handle diabetic weight Rick Ross holds
3473,3,0,3,0,1,HonchoPikasoe Im tryna bitch soon,0.0,HonchoPikasoe Im tryna bitch soon
23175,3,0,3,0,1,girls say like ohh Im ugly like bitch aint fishing compliments youre like deep sea diving fuck,0.0,girls say like ohh Im ugly like bitch aint fishing compliments youre like deep sea diving fuck
1487,3,0,3,0,1,8220OhhNickHarmon shes sending nudes snap chats one 3 guys favorites hoe8221128514128514128514128557,0.0,8220OhhNickHarmon shes sending nudes snap chats one 3 guys favorites hoe8221128514128514128514128557
10365,3,0,3,0,1,bitch Im fine that128524,0.0,bitch Im fine that128524
19207,3,0,3,0,1,RT consprcycarrot Blow shit get fatter White trash love holiday,0.0,RT consprcycarrot Blow shit get fatter White trash love holiday
25158,3,0,0,3,2,dem birds,0.0,dem birds
23068,3,1,2,0,1,sniveling little cunt would embarrassed cant stand guy joederosacomedy TheCumiaShow,0.0,sniveling little cunt would embarrassed cant stand guy joederosacomedy TheCumiaShow
9820,3,0,0,3,2,Gotta love undignified sprint across yellow light transfer buses first one dawdling,0.0,Gotta love undignified sprint across yellow light transfer buses first one dawdling
6729,3,0,3,0,1,lajazz7 bitch128545,0.0,lajazz7 bitch128545
24252,3,1,2,0,1,dis Morgan hoe da middle erything,0.0,dis Morgan hoe da middle erything
25187,3,0,3,0,1,dude shoots jiz bitches eye silence lambs,0.0,dude shoots jiz bitches eye silence lambs
18958,3,0,3,0,1,RT almostkanye Nights like wish ride low Chevy hit switch city burning killa bitch,0.0,RT almostkanye Nights like wish ride low Chevy hit switch city burning killa bitch
10985,3,0,3,0,1,love bad bitches thats fuckin problem forreal real shit cant even help,0.0,love bad bitches thats fuckin problem forreal real shit cant even help
8753,3,0,1,2,2,Confusing circumstances seem get way high ho Virgo,0.0,Confusing circumstances seem get way high ho Virgo
4433,3,2,1,0,0,NyJusDntGAF like nig come home ever want,0.0,NyJusDntGAF like nig come home ever want
16455,3,0,3,0,1,RT KvngMelly yall got baby mama realize bitch real enemy,0.0,RT KvngMelly yall got baby mama realize bitch real enemy
11325,3,0,3,0,1,made nicca young nicca,0.0,made nicca young nicca
9554,3,0,3,0,1,Fuck think think bitches produced FUCK outta shit Telling STILL rock vast majority Skits,0.0,Fuck think think bitches produced FUCK outta shit Telling STILL rock vast majority Skits
7649,3,0,0,3,2,homeless dog living trash pile gets rescued something amazing Please share via youtube,0.0,homeless dog living trash pile gets rescued something amazing Please share via youtube
12993,3,0,3,0,1,Loveem hate em 171myshitbit Big booty bitches187,0.0,Loveem hate em 171myshitbit Big booty bitches187
22364,3,0,3,0,1,Thick bitch tried front earlier,0.0,Thick bitch tried front earlier
15366,3,0,0,3,2,RT DjChubbESwagg 8220jemelehill faints RT desusnice idea many resumes went straight trash,0.0,RT DjChubbESwagg 8220jemelehill faints RT desusnice idea many resumes went straight trash
9707,3,0,3,0,1,Give us credit bitch went amp took W,0.0,Give us credit bitch went amp took W
